cod_postal,poblacion,provinciaid,provincia
32911,Lagoa A san Cibrao Das ViNas,32,Ourense
32459,Laias,32,Ourense
32688,Lamalonga cualedro,32,Ourense
32700,Maceda,32,Ourense
32830,Manchica A nosa SeNora De Lourdes,32,Ourense
32781,Manzaneda,32,Ourense
32570,Maside,32,Ourense
32546,Meson De Herosa,32,Ourense
32619,Monterrei verin,32,Ourense
32697,Mourazos,32,Ourense
32329,Nogueiras As carballeda,32,Ourense
32426,Orega,32,Ourense
32312,Oulego,32,Ourense
32452,Ourantes,32,Ourense
32000,Ourense ver Callejero,32,Ourense
32896,Parada De Ventosa,32,Ourense
32646,Paradela calvos De Randin,32,Ourense
32665,Pazo allariz,32,Ourense
32440,Peares Os,32,Ourense
32703,Piuca,32,Ourense
32365,Ponte A veiga A,32,Ourense
32371,Portela De Portomourisco A,32,Ourense
32560,Pradocabalos,32,Ourense
32612,Queirugas,32,Ourense
32320,QuereNo,32,Ourense
32627,Rasela A verin,32,Ourense
32432,Regadas As beade,32,Ourense
32310,Reporicelo,32,Ourense
32330,Sobradelo carballeda,32,Ourense
32791,Trios san Pedro,32,Ourense
32002,Valenza,32,Ourense
32360,Veiga A santa Maria,32,Ourense
32550,Viana Do Bolo,32,Ourense
32334,Viladequinta,32,Ourense
32630,Xinzo De Limia,32,Ourense
32670,Xunqueira De Ambia,32,Ourense
33317,Abadia La,33,Asturias
33559,Aballe,33,Asturias
33556,Abamia,33,Asturias
33814,AbanceNa,33,Asturias
33579,Abandames,33,Asturias
33836,Abango,33,Asturias
33890,Abaniella,33,Asturias
33994,Abantro,33,Asturias
33424,Abarrio,33,Asturias
33315,Abayu,33,Asturias
33844,Abedul belmonte,33,Asturias
33979,Abedul laviana,33,Asturias
33919,Abedul oviedo,33,Asturias
33538,Abedul piloNa,33,Asturias
33347,Abeo,33,Asturias
33310,Abeu fuentes-villaviciosa,33,Asturias
33316,Abeu De Arriba carda-villaviciosa,33,Asturias
33557,Abiegos,33,Asturias
33416,Ablaneda corbera,33,Asturias
33869,Ablaneda salas,33,Asturias
33875,Ablaneda tineo,33,Asturias
33708,Ablanedo luarca,33,Asturias
33162,Ablanedo morcin,33,Asturias
33128,Ablanedo pravia,33,Asturias
33160,Ablanedo riosa,33,Asturias
33891,Ablanedo salas,33,Asturias
33610,Ablanedo turon,33,Asturias
33637,Ablano lena,33,Asturias
33650,AblaNa,33,Asturias
33947,Abonion,33,Asturias
33492,AboNo,33,Asturias
33775,Abraido,33,Asturias
33719,Abranedo,33,Asturias
33779,Abres,33,Asturias
33717,AbruNeiros,33,Asturias
33010,Abuli,33,Asturias
33987,Acebal pola De Laviana,33,Asturias
33527,Acebal La bimenes,33,Asturias
33580,Acebal La lieres,33,Asturias
33685,Acebedo aller,33,Asturias
33829,Acebedo grado,33,Asturias
33616,Acebedo mieres,33,Asturias
33470,Acebo corvera,33,Asturias
33518,Acebo sariego,33,Asturias
33794,Acebreiral,33,Asturias
33710,AceNas,33,Asturias
33828,Aces De Candamo,33,Asturias
33866,Acevedo salas,33,Asturias
33747,Acevedo tapia,33,Asturias
33868,Aciana,33,Asturias
33118,Aciera,33,Asturias
33469,Admiracion De Iglesia,33,Asturias
33783,Adrado,33,Asturias
33813,Adrales,33,Asturias
33769,Agelan,33,Asturias
33129,Agones,33,Asturias
33116,Aguadina,33,Asturias
33600,Aguain,33,Asturias
33683,Agualestro,33,Asturias
33718,Aguamaroza,33,Asturias
33887,Aguanes,33,Asturias
33842,Aguasmestas,33,Asturias
33392,Aguda,33,Asturias
33785,Aguera,33,Asturias
33547,Aguera cangas De Onis,33,Asturias
33190,Aguera las Regueras,33,Asturias
33425,Aguera llanera,33,Asturias
33876,Aguera De La Barca,33,Asturias
33827,Aguera De Salcedo,33,Asturias
33678,Agueria moreda,33,Asturias
33993,Agues,33,Asturias
33619,Aguilar,33,Asturias
33778,Aguillon castropol,33,Asturias
33840,Aguino,33,Asturias
33730,Airela,33,Asturias
33194,Ajuyan,33,Asturias
33612,Alameda La,33,Asturias
33846,Alava,33,Asturias
33867,Alba El,33,Asturias
33791,Albarde,33,Asturias
33422,Albares llanera,33,Asturias
33157,Albuerne,33,Asturias
33629,Alcedo De Caballeros,33,Asturias
33825,Alcubiella,33,Asturias
33992,Aldea pola De Laviana,33,Asturias
33394,Aldea La gijon,33,Asturias
33787,Aldin,33,Asturias
33345,Alea,33,Asturias
33111,Alesga,33,Asturias
33410,Alfaraz,33,Asturias
33311,Algara,33,Asturias
33810,Alguerdo,33,Asturias
33782,Alienes,33,Asturias
33508,Allende vibaNo,33,Asturias
33578,Alles,33,Asturias
33700,AlmuNa,33,Asturias
33843,Almurfe,33,Asturias
33910,Alperi,33,Asturias
33449,Altamira gozon,33,Asturias
33439,Alto De La Iglesia,33,Asturias
33450,Alvare castrillon,33,Asturias
33819,Amago,33,Asturias
33438,Ambas carreNo,33,Asturias
33826,Ambas grado,33,Asturias
33312,Ambas villaviciosa,33,Asturias
33490,Ambiedes Pueblo,33,Asturias
33776,Amieiros,33,Asturias
33558,Amieva,33,Asturias
33534,Anayo,33,Asturias
33939,Andarujo,33,Asturias
33816,Anderve,33,Asturias
33756,Andina La,33,Asturias
33590,Andines,33,Asturias
33596,Andrin,33,Asturias
33427,Anduerga,33,Asturias
33189,Anes san Martin,33,Asturias
33780,Anguilero,33,Asturias
33774,Antigua san Tirso De Abres,33,Asturias
33583,Antrialgo,33,Asturias
33935,AntuNa,33,Asturias
33878,Anzas,33,Asturias
33969,Aparadas,33,Asturias
33402,Arabuya aviles,33,Asturias
33946,Aragustin,33,Asturias
33457,Arances,33,Asturias
33554,Arangas,33,Asturias
33815,Araniego,33,Asturias
33818,Arbas san Julian,33,Asturias
33313,Arbellia,33,Asturias
33980,Arbeya La,33,Asturias
33888,Arbeyales pola De Allande,33,Asturias
33986,Arbin,33,Asturias
33757,Arboces,33,Asturias
33529,Arboleya,33,Asturias
33300,Arcenoyo,33,Asturias
33874,Arcillero,33,Asturias
33817,Ardaliz,33,Asturias
33569,Ardines,33,Asturias
33507,Ardisana,33,Asturias
33448,Arena La,33,Asturias
33195,Arenales,33,Asturias
33936,Arenas carbayin-siero,33,Asturias
33458,Arenas soto Del Barco,33,Asturias
33491,Arenas Las carreNo,33,Asturias
33191,AreNes oviedo,33,Asturias
33613,Argalladas Las,33,Asturias
33163,Argame,33,Asturias
33528,Argamoso,33,Asturias
33539,Argandenes,33,Asturias
33414,ArgaNosa,33,Asturias
33314,ArgaNoso,33,Asturias
33155,Argaton,33,Asturias
33957,Argayadas,33,Asturias
33188,Arguelles,33,Asturias
33735,Argul,33,Asturias
33784,Argumosin,33,Asturias
33638,Armada,33,Asturias
33725,Armal,33,Asturias
33159,Armayor,33,Asturias
33886,Armenande,33,Asturias
33734,Arne El,33,Asturias
33326,Arnin,33,Asturias
33677,Arnizo moreda,33,Asturias
33792,Arnizo otur,33,Asturias
33627,Arnon,33,Asturias
33546,Arobes,33,Asturias
33350,Aroles,33,Asturias
33154,Aronces,33,Asturias
33140,Arquera La oviedo,33,Asturias
33540,Arriondas,33,Asturias
33777,Arrojina,33,Asturias
33117,Arrojo quiros,33,Asturias
33428,Arroyo llanera,33,Asturias
33697,Arroyo serin,33,Asturias
33536,Artedosa,33,Asturias
33909,Artosa langreo,33,Asturias
33617,Arzolar El,33,Asturias
33555,Asiego,33,Asturias
33795,Astas,33,Asturias
33873,Atalaya tineo,33,Asturias
33519,Atras siero,33,Asturias
33171,Atrollo El,33,Asturias
33000,Aviles ver Callejero De Aviles,33,Asturias
33193,Ayones oviedo,33,Asturias
33731,Baboreira,33,Asturias
33682,BaiNa,33,Asturias
33728,Bajada La,33,Asturias
33429,Balbona siero,33,Asturias
33391,Baldornon,33,Asturias
33859,Ballota cornellana,33,Asturias
33158,Ballota cudillero,33,Asturias
33595,Balmori,33,Asturias
33459,Banda La,33,Asturias
33344,Bandalisque,33,Asturias
33114,Bandujo,33,Asturias
33812,Bao ibias,33,Asturias
33793,Bao Y Barayo,33,Asturias
33879,Baradal,33,Asturias
33958,Baraosa,33,Asturias
33865,Barcena salas,33,Asturias
33468,Bardasquera,33,Asturias
33535,Bargaedo,33,Asturias
33192,Barganiza,33,Asturias
33949,Barraca La ciaNo-langreo,33,Asturias
33920,Barraca La langreo,33,Asturias
33639,Barraca La pola Lena,33,Asturias
33948,Barredo el Entrego,33,Asturias
33892,Barredo vega De Anzo,33,Asturias
33970,Barredos laviana,33,Asturias
33640,Barredos ujo,33,Asturias
33196,Barredos Los manjoya-oviedo,33,Asturias
33411,Barrera La illas,33,Asturias
33127,Barrera La soto Del Barco,33,Asturias
33199,Barreros limanes,33,Asturias
33412,Barriero El,33,Asturias
33990,Barrio caso,33,Asturias
33618,Barrio Gonzalin,33,Asturias
33929,Barripies,33,Asturias
33930,Barros,33,Asturias
33858,Barrudo,33,Asturias
33456,Barzanas Las,33,Asturias
33401,Bastian aviles,33,Asturias
33393,Batiao,33,Asturias
33119,Bayo grado,33,Asturias
33768,Becharro,33,Asturias
33877,Bedures,33,Asturias
33327,Beldredo,33,Asturias
33707,Belen,33,Asturias
33996,Belerda,33,Asturias
33845,Bello belmonte,33,Asturias
33686,Bello cabaNaquinta-aller,33,Asturias
33830,Belmonte,33,Asturias
33591,Belmonte De Pria,33,Asturias
33937,Bendicion,33,Asturias
33346,Berbes,33,Asturias
33186,Berron El,33,Asturias
33690,Bervola,33,Asturias
33960,Blimea,33,Asturias
33720,Boal,33,Asturias
33549,Bode,33,Asturias
33548,Bodes,33,Asturias
33426,Bonielles,33,Asturias
33675,Boo,33,Asturias
33820,Borbolla La grado,33,Asturias
33988,Boza pola Laviana,33,Asturias
33870,BraNa La tineo,33,Asturias
33729,BraNalibel,33,Asturias
33611,BraNanocedo,33,Asturias
33739,BraNela grandas Salime,33,Asturias
33693,BraNillin pajares,33,Asturias
33403,Breton El aviles,33,Asturias
33594,Bricia,33,Asturias
33684,Buciello,33,Asturias
33694,Buelles,33,Asturias
33598,Buelna,33,Asturias
33187,Buenavista el Berron,33,Asturias
33749,Buenavista tapia,33,Asturias
33857,Bulse,33,Asturias
33885,Buslabin,33,Asturias
33161,BusloNe,33,Asturias
33796,Busnovo,33,Asturias
33995,Buspriz,33,Asturias
33841,Bustariega,33,Asturias
33112,Bustiello proaza,33,Asturias
33789,Busto luarca,33,Asturias
33726,Cabanas Trabazas,33,Asturias
33614,Cabanin El santa Rosa-mieres,33,Asturias
33945,CabaNa La cocaNin el Entrego,33,Asturias
33692,Cabezon,33,Asturias
33589,Cabielles,33,Asturias
33889,Cabral,33,Asturias
33174,Caces,33,Asturias
33788,Cadavedo,33,Asturias
33566,Calabrez,33,Asturias
33584,Caldevilla,33,Asturias
33811,Caldevilla De Rengos,33,Asturias
33170,Caleyo El oviedo,33,Asturias
33959,Caleyo El sotrondio,33,Asturias
33934,Caleyu El langreo,33,Asturias
33405,Caliero El castrillon,33,Asturias
33568,Camango,33,Asturias
33006,Campiello la Manjoya,33,Asturias
33418,Campo De La Iglesia gozon,33,Asturias
33628,Campo El campomanes,33,Asturias
33620,Campomanes,33,Asturias
33581,Campones nava,33,Asturias
33746,Campos tapia,33,Asturias
33850,Candanonegro,33,Asturias
33430,Candas,33,Asturias
33615,Cangas De Abajo,33,Asturias
33800,Cangas De Narcea,33,Asturias
33550,Cangas De Onis,33,Asturias
33989,Canto De Abajo,33,Asturias
33582,Carancos,33,Asturias
33576,Caraves,33,Asturias
33343,Caravia Baja,33,Asturias
33420,Carbayo El lugones,33,Asturias
33759,Carbeje,33,Asturias
33318,Carcabada celada-villaviciosa,33,Asturias
33593,Cardoso llanes,33,Asturias
33750,Caridad La,33,Asturias
33567,Carmen,33,Asturias
33325,Carrandena,33,Asturias
33329,Carrandi,33,Asturias
33172,Carrera La,33,Asturias
33592,Carriles Los llanes,33,Asturias
33669,Casares oviedo,33,Asturias
33115,Casina La,33,Asturias
33681,Casomera,33,Asturias
33758,Castello el Franco,33,Asturias
33938,Castiello bendicion,33,Asturias
33340,Castiello colunga,33,Asturias
33695,Castiello villallana,33,Asturias
33585,Castiello De Parres,33,Asturias
33727,Castrillon De Boal,33,Asturias
33737,Castro grandas De Salime,33,Asturias
33760,Castropol,33,Asturias
33586,Cayarga,33,Asturias
33991,Celleruelo,33,Asturias
33156,Cepedo El,33,Asturias
33320,Cerracin,33,Asturias
33900,CiaNo,33,Asturias
33738,Coba La grandas Salime,33,Asturias
33342,CoceNa,33,Asturias
33679,Collada moreda,33,Asturias
33680,Collanzo aller,33,Asturias
33011,Corredoria oviedo,33,Asturias
33126,Cotollano,33,Asturias
33150,Cudillero,33,Asturias
33509,Cue,33,Asturias
33537,Cuerrias De Espinaredo,33,Asturias
33460,Cueto El trasona-corvera,33,Asturias
33786,Cueva luarca,33,Asturias
33688,Cuevas felechosa - Aller,33,Asturias
33588,Cuevas De Agua,33,Asturias
33940,Entrego El,33,Asturias
33173,Entrepuentes,33,Asturias
33138,Era,33,Asturias
33404,Estrada La corvera,33,Asturias
33716,Fojos,33,Asturias
33696,Fresnedo soto Rey,33,Asturias
33733,Gio,33,Asturias
33328,Huerres,33,Asturias
33530,Infiesto,33,Asturias
33341,Isla La,33,Asturias
33299,Jove,33,Asturias
33330,Lastres,33,Asturias
33390,Leorio,33,Asturias
33839,Llamoso,33,Asturias
33500,Llanes,33,Asturias
33687,Llanos,33,Asturias
33440,Luanco,33,Asturias
33660,Malpica olloniego,33,Asturias
33577,Mier,33,Asturias
33798,MiNagon,33,Asturias
33691,Monteana,33,Asturias
33670,Moreda De Aller,33,Asturias
33676,Murias aller,33,Asturias
33520,Nava,33,Asturias
33180,NoreNa,33,Asturias
33570,Panes,33,Asturias
33997,Pendones,33,Asturias
33880,Pola De Allande,33,Asturias
33630,Pola De Lena,33,Asturias
33510,Pola De Siero,33,Asturias
33120,Pravia,33,Asturias
33597,Puertas De Vidiago,33,Asturias
33790,Puerto De Vega,33,Asturias
33560,Ribadesella,33,Asturias
33324,Riera La colunga,33,Asturias
33860,Salas,33,Asturias
33599,San Esteban p. Baja,33,Asturias
33130,San Esteban De Pravia,33,Asturias
33125,San Juan De La Arena,33,Asturias
33417,San Juan De Nieva,33,Asturias
33736,Santa Maria grandas De Salime,33,Asturias
33139,Somado,33,Asturias
33423,Soto De Llanera Urbanizacion,33,Asturias
33950,Sotrondio,33,Asturias
33740,Tapia De Casariego,33,Asturias
33587,ToraNo,33,Asturias
33100,Trubia,33,Asturias
33770,Vegadeo,33,Asturias
33721,Villur,33,Asturias
34338,Abarca De Campos,34,Palencia
34307,Abastas,34,Palencia
34479,Abia De Las Torres,34,Palencia
34111,Acera De La Vega,34,Palencia
34800,Aguilar De Campoo,34,Palencia
34480,Alar Del Rey,34,Palencia
34219,Alba De Cerrato,34,Palencia
34888,Alba De Los CardaNos,34,Palencia
34126,Albala De La Vega,34,Palencia
34191,Alconada La Monasterio,34,Palencia
34429,Amayuelas De Abajo,34,Palencia
34485,Amayuelas De Ojeda,34,Palencia
34420,Amusco,34,Palencia
34248,Antiguedad,34,Palencia
34846,Arbejal,34,Palencia
34449,Arconada,34,Palencia
34477,Arenillas De NuNo Perez,34,Palencia
34473,Arenillas De San Pelayo,34,Palencia
34849,AreNos,34,Palencia
34347,Arroyo,34,Palencia
34450,Astudillo,34,Palencia
34869,AviNante De La PeNa,34,Palencia
34127,Bahillo,34,Palencia
34240,Baltanas,34,Palencia
34200,BaNos De Cerrato,34,Palencia
34878,BaNos De La PeNa,34,Palencia
34305,Baquerin De Campos,34,Palencia
34839,Barcenilla De Pisuerga,34,Palencia
34810,Barrio De San Pedro,34,Palencia
34470,Barrio La Puebla,34,Palencia
34820,Barruelo De Santullan,34,Palencia
34406,Bascones De Ojeda,34,Palencia
34813,Bascones De Valdivia,34,Palencia
34310,Becerril De Campos,34,Palencia
34487,Becerril Del Carpio,34,Palencia
34304,Belmonte De Campos,34,Palencia
34349,Boadilla De Rioseco,34,Palencia
34468,Boadilla Del Camino,34,Palencia
34859,Boedo De Castrejon,34,Palencia
34829,BraNosera,34,Palencia
34116,Bustillo De La Vega,34,Palencia
34828,Bustillo De Santullan,34,Palencia
34129,Bustillo Del Paramo De Carrion,34,Palencia
34113,Bustocirio De Dehesa,34,Palencia
34469,CabaNas De Castilla Las,34,Palencia
34811,Cabria,34,Palencia
34190,Calabazanos,34,Palencia
34407,Calahorra De Boedo,34,Palencia
34309,Calzadilla De La Cueza,34,Palencia
34847,Campo El,34,Palencia
34117,Carbonera,34,Palencia
34120,Carrion De Los Condes,34,Palencia
34170,Cascon De La Nava,34,Palencia
34220,Castillo De Magaz,34,Palencia
34850,Castrejon De La PeNa,34,Palencia
34131,Castrillejo De La Olma,34,Palencia
34246,Castrillo De Don Juan,34,Palencia
34478,Castrillo De Villavega,34,Palencia
34208,Cementos Hontoria,34,Palencia
34840,Cervera De Pisuerga,34,Palencia
34218,Cevico De La Torre,34,Palencia
34247,Cevico Navero,34,Palencia
34320,Cisneros,34,Palencia
34483,Colmenares De Ojeda,34,Palencia
34882,Congosto De Valdavia,34,Palencia
34259,Cordovilla La Real,34,Palencia
34879,Cornon De La PeNa,34,Palencia
34488,Cozuelos De Ojeda,34,Palencia
34484,Dehesa De Montejo,34,Palencia
34160,Dehesilla La,34,Palencia
34210,DueNas,34,Palencia
34491,Espinosa De Villagonzalo,34,Palencia
34306,Frechilla,34,Palencia
34889,Fresno Del Rio,34,Palencia
34440,Fromista,34,Palencia
34337,Fuentes De Nava,34,Palencia
34419,Fuentes De Valdepero,34,Palencia
34128,Gozon De Ucieza,34,Palencia
34192,Grijota,34,Palencia
34880,Guardo,34,Palencia
34400,Herrera De Pisuerga,34,Palencia
34405,Hijosa De Boedo,34,Palencia
34209,Hontoria De Cerrato,34,Palencia
34249,Hornillos De Cerrato,34,Palencia
34887,Lastra La,34,Palencia
34848,Lores,34,Palencia
34467,Melgar De Yuso,34,Palencia
34115,Membrillar,34,Palencia
34486,Moarves De Ojeda,34,Palencia
34159,Monte La Torre,34,Palencia
34410,Monzon De Campos,34,Palencia
34460,Osorno,34,Palencia
34490,Palacios Del Alcor,34,Palencia
34000,Palencia ver Callejero,34,Palencia
34257,Palenzuela,34,Palencia
34300,Paredes De Nava,34,Palencia
34133,Perales,34,Palencia
34110,Pino Del Rio,34,Palencia
34430,PiNa De Campos,34,Palencia
34858,Pison De Castrejon,34,Palencia
34114,Portillejo,34,Palencia
34250,Quintana Del Puente,34,Palencia
34844,Rebanal De Las Llantas,34,Palencia
34830,Renedo De Zalima,34,Palencia
34870,Respenda De La PeNa,34,Palencia
34447,Revenga De Campos,34,Palencia
34411,Ribas De Campos,34,Palencia
34100,SaldaNa,34,Palencia
34112,San Andres De La Regla,34,Palencia
34465,San Cebrian De Buena Madre Finca,34,Palencia
34409,Santa Cruz Del Monte,34,Palencia
34439,Tamara De Campos,34,Palencia
34230,Torquemada,34,Palencia
34239,Valdeolmillos,34,Palencia
34886,Velilla Del Rio Carrion,34,Palencia
34475,Villabasta De Valdavia,34,Palencia
34340,Villada,34,Palencia
34261,Villalaco,34,Palencia
34408,Villameriel,34,Palencia
34350,Villarramiel,34,Palencia
34132,Villasarracino,34,Palencia
34466,Villodre,34,Palencia
34118,Villota Del Duque,34,Palencia
35329,Acequia Marrero,35,Las Palmas
35350,Acusa Verde,35,Las Palmas
35610,Aeropuerto De Fuerteventura,35,Las Palmas
35230,Aeropuerto De Gran Canaria,35,Las Palmas
35509,Aeropuerto De Lanzarote,35,Las Palmas
35107,Agadir,35,Las Palmas
35480,Agaete capital Municipal,35,Las Palmas
35468,Agazal La,35,Las Palmas
35638,Agua De Bueyes,35,Las Palmas
35299,Agualatente,35,Las Palmas
35259,Aguatona El Nuevo,35,Las Palmas
35260,Aguimes capital Municipal,35,Las Palmas
35469,Agujero El,35,Las Palmas
35628,Ajuy,35,Las Palmas
35339,Alamo El,35,Las Palmas
35639,Alares,35,Las Palmas
35458,Albercon De La Virgen,35,Las Palmas
35479,Albercon El,35,Las Palmas
35627,Albertos Los,35,Las Palmas
35119,Aldea Blanca,35,Las Palmas
35470,Aldea De San Nicolas La,35,Las Palmas
35510,Alemanes Los puerto Del Carmen Urbanizacion,35,Las Palmas
35637,Almacigo,35,Las Palmas
35149,Almacigos Los,35,Las Palmas
35018,Almatriche Alto,35,Las Palmas
35000,Almatriche Alto ver Callejero De Las Palmas,35,Las Palmas
35216,Almendrillo El,35,Las Palmas
35217,Almendros Los Urbanizacion,35,Las Palmas
35412,Altabacales Los,35,Las Palmas
35300,Alternativa Uno,35,Las Palmas
35414,Altillo,35,Las Palmas
35310,Alvarados Los,35,Las Palmas
35508,Ancones Los,35,Las Palmas
35400,Angostillo El,35,Las Palmas
35309,Angostura La,35,Las Palmas
35630,Antigua La capital Municipal,35,Las Palmas
35459,Anzo,35,Las Palmas
35129,Aquamarina,35,Las Palmas
35333,Arbejales,35,Las Palmas
35307,Arco El santa Brigida,35,Las Palmas
35211,Arenales Los telde,35,Las Palmas
35319,Arenillas Las,35,Las Palmas
35120,Arguineguin,35,Las Palmas
35118,Arinaga,35,Las Palmas
35328,AriNez,35,Las Palmas
35500,Arrecife,35,Las Palmas
35542,Arrieta,35,Las Palmas
35108,Arteara,35,Las Palmas
35478,Artejeves Zona,35,Las Palmas
35612,Asomada La puerto Del Rosario,35,Las Palmas
35571,Asomada La tias,35,Las Palmas
35450,Atalaya De Guia La,35,Las Palmas
35369,Ayacata,35,Las Palmas
35109,Ayagaures,35,Las Palmas
35100,Bahia Feliz Urbanizacion,35,Las Palmas
35210,Balcon De Telde,35,Las Palmas
35110,Balos,35,Las Palmas
35349,Barranco,35,Las Palmas
35488,Barranco Canario,35,Las Palmas
35431,Barranco De Las Madres,35,Las Palmas
35421,Barranco Del Laurel,35,Las Palmas
35626,Barranco Del Mal Nombre,35,Las Palmas
35457,Barranco Del Pinar santa Maria De Guia,35,Las Palmas
35338,Barranco Zapatero,35,Las Palmas
35128,Barranquillo Andres,35,Las Palmas
35432,Barranquillos Los,35,Las Palmas
35411,Barreto,35,Las Palmas
35330,Barrio Del Pino teror,35,Las Palmas
35489,Berrazales Los,35,Las Palmas
35422,Brecito El,35,Las Palmas
35570,BreNas Las yaiza,35,Las Palmas
35308,Brisas Las,35,Las Palmas
35240,Burrero El,35,Las Palmas
35507,Cabreras Las,35,Las Palmas
35558,Caldereta san Bartolome De Lanzarote,35,Las Palmas
35649,Caldereta La la Oliva,35,Las Palmas
35106,Calderin,35,Las Palmas
35215,Calero El,35,Las Palmas
35540,Caleta De Sebo isla Graciosa,35,Las Palmas
35017,Calzada La,35,Las Palmas
35560,CaNada La tinajo,35,Las Palmas
35413,Cardonal arucas,35,Las Palmas
35415,Cardones,35,Las Palmas
35423,Carreteria,35,Las Palmas
35250,Carrion El,35,Las Palmas
35368,Carrizal De Tejeda,35,Las Palmas
35629,Casa De Violante,35,Las Palmas
35280,Casas Blancas san Bartolome De Tirajana,35,Las Palmas
35214,Casas Nuevas,35,Las Palmas
35218,Caserones Altos,35,Las Palmas
35611,Casillas Del Angel,35,Las Palmas
35580,Castillo Del Aguila,35,Las Palmas
35130,Chaparral El puerto Rico,35,Las Palmas
35572,Conil,35,Las Palmas
35660,Corralejo,35,Las Palmas
35650,Cotillo El,35,Las Palmas
35220,Cruz De La Gallina,35,Las Palmas
35269,Eden El,35,Las Palmas
35212,Estrella La,35,Las Palmas
35430,Firgas capital Municipal,35,Las Palmas
35559,Florida La san Bartolome De Lanzarote,35,Las Palmas
35460,Galdar capital Municipal,35,Las Palmas
35219,Gando,35,Las Palmas
35625,Gaviotas Las,35,Las Palmas
35620,Gran Tarajal,35,Las Palmas
35544,Guatiza,35,Las Palmas
35541,Guinate,35,Las Palmas
35520,Haria capital Municipal,35,Las Palmas
35613,Herradura La pto Rosario,35,Las Palmas
35340,Lanzarote valleseco,35,Las Palmas
35229,Llanos De Cuatro Caminos,35,Las Palmas
35600,Llanos De La Mareta,35,Las Palmas
35139,Lomo Quiebre,35,Las Palmas
35213,Majadilla La telde,35,Las Palmas
35543,Mala,35,Las Palmas
35015,Matula La,35,Las Palmas
35140,Mogan capital Municipal,35,Las Palmas
35138,Mogan De Playa,35,Las Palmas
35539,Mojon El,35,Las Palmas
35420,Moya,35,Las Palmas
35561,Mozaga,35,Las Palmas
35640,Oliva La,35,Las Palmas
35550,San Bartolome De Lanzarote capital Municipal,35,Las Palmas
35290,San Bartolome De Tirajana capital Municipal,35,Las Palmas
35200,San Francisco,35,Las Palmas
35320,San Mateo,35,Las Palmas
35530,Teguise capital Municipal,35,Las Palmas
35360,Tejeda capital Municipal,35,Las Palmas
35270,Temisas,35,Las Palmas
36589,Abades santa Maria,36,Pontevedra
36612,Abalo san Mamede,36,Pontevedra
36954,Abelendo moaNa,36,Pontevedra
36867,Abelleira angoares,36,Pontevedra
36690,Acevedo ponte Sampaio,36,Pontevedra
36937,Achadiza A beluso,36,Pontevedra
36888,Achas As san Sebastian,36,Pontevedra
36555,Aciveiro santa Maria,36,Pontevedra
36141,AcuNa vilaboa,36,Pontevedra
36979,Adina santa Maria,36,Pontevedra
36629,Aduana De Coron A caleiro,36,Pontevedra
36685,Agar santa MariNa,36,Pontevedra
36520,Agolada,36,Pontevedra
36526,Agra san Miguel,36,Pontevedra
36854,Aguasantas santa Maria,36,Pontevedra
36190,Agudelo san MartiNo ,36,Pontevedra
36913,Aguete seixo,36,Pontevedra
36990,Aios noalla,36,Pontevedra
36157,Alba santa Maria,36,Pontevedra
36516,Albarellos santa Maria,36,Pontevedra
36418,Albarin atios,36,Pontevedra
36720,Albelos guillarei,36,Pontevedra
36429,Albeos san Xoan,36,Pontevedra
36528,Albergue agolada,36,Pontevedra
36391,Albores Grande priegue,36,Pontevedra
36000,Alcabre ver Callejero De Vigo,36,Pontevedra
36511,Alceme santa Maria,36,Pontevedra
36945,Aldan san Cibran,36,Pontevedra
36812,Aldea A cedeira,36,Pontevedra
36859,Almofrei san Lourenzo,36,Pontevedra
36458,Alxen san Paio,36,Pontevedra
36419,Ameiro Longo sanguiNeda,36,Pontevedra
36885,Ameixeira A san Bernabeu,36,Pontevedra
36669,Amil san Mamede,36,Pontevedra
36840,Amoedo san SaturniNo,36,Pontevedra
36791,Amorin san Xoan,36,Pontevedra
36829,Anceu santo Andre,36,Pontevedra
36628,Andras san Lourenzo,36,Pontevedra
36428,Angudes san Xoan,36,Pontevedra
36350,Angustia A nigran,36,Pontevedra
36519,Ansean santiago,36,Pontevedra
36546,Ansemil san Pedro,36,Pontevedra
36853,Antas santiago,36,Pontevedra
36512,Anzo san Xoan,36,Pontevedra
36585,ANobre san Pedro,36,Pontevedra
36611,Aralde sobran,36,Pontevedra
36691,Aranza soutomaior,36,Pontevedra
36430,Arbo casco Urbano,36,Pontevedra
36684,Arca san Miguel,36,Pontevedra
36677,Arcos cuntis,36,Pontevedra
36865,Arcos ponteareas,36,Pontevedra
36655,Arcos Da Condesa santa MariNa,36,Pontevedra
36912,Ardan santa Maria,36,Pontevedra
36989,Ardia grove O,36,Pontevedra
36340,Area Alta A panxon,36,Pontevedra
36915,Arealonga marin,36,Pontevedra
36613,Arealonga santa Baia,36,Pontevedra
36164,Areas mourente,36,Pontevedra
36861,Areas ponteareas,36,Pontevedra
36711,Areas santa MariNa,36,Pontevedra
36992,Aren samieira,36,Pontevedra
36995,Aris poio,36,Pontevedra
36192,Armenteira santa Maria,36,Pontevedra
36599,Arnego vila De Cruces,36,Pontevedra
36584,Arnois san Xiao,36,Pontevedra
36892,Arnoso san Lourenzo,36,Pontevedra
36794,Arrabal O oia,36,Pontevedra
36412,Arrotea A pontellas,36,Pontevedra
36415,Arrufana louredo,36,Pontevedra
